timestamp,site,it_load_kw,it_capacity_kw,outside_temp_c,cooling_setpoint_c,energy_kwh
2024-01-02 08:00:00,MINI_DC_A,153.02,417,7.1,24.0,205.55
2024-01-02 09:00:00,MINI_DC_A,195.16,417,4.6,24.0,260.61
2024-01-02 10:00:00,MINI_DC_A,341.68,417,5.1,24.0,452.72
2024-01-02 11:00:00,MINI_DC_A,159.32,417,3.2,24.0,209.18
2024-01-02 12:00:00,MINI_DC_A,213.29,417,6.5,24.0,277.27
2024-01-02 13:00:00,MINI_DC_A,273.71,417,6.9,24.0,352.27
2024-01-02 14:00:00,MINI_DC_A,298.31,417,5.8,24.0,380.35
2024-01-02 15:00:00,MINI_DC_A,332.65,417,4.9,24.0,420.68
2024-01-02 16:00:00,MINI_DC_A,151.16,417,4.2,24.0,189.96
2024-01-02 17:00:00,MINI_DC_A,311.62,417,4.8,24.0,390.06
2024-01-02 18:00:00,MINI_DC_A,182.94,417,6.5,24.0,228.67
2024-01-02 19:00:00,MINI_DC_A,180.88,417,5.5,24.0,226.41
2024-01-02 20:00:00,MINI_DC_A,248.28,417,6.4,24.0,312.01
2024-01-02 21:00:00,MINI_DC_A,215.1,417,5.3,24.0,272.03
2024-01-02 22:00:00,MINI_DC_A,228.93,417,5.4,24.0,291.89
2024-01-02 23:00:00,MINI_DC_A,173.01,417,2.6,24.0,222.68
2024-01-03 00:00:00,MINI_DC_A,354.33,417,3.8,24.0,460.63
2024-01-03 01:00:00,MINI_DC_A,206.93,417,4.0,24.0,271.68
2024-01-03 02:00:00,MINI_DC_A,324.56,417,8.4,24.0,430.04
2024-01-03 03:00:00,MINI_DC_A,249.01,417,7.2,24.0,332.52
2024-01-03 04:00:00,MINI_DC_A,168.06,417,5.4,24.0,225.75
2024-01-03 05:00:00,MINI_DC_A,250.48,417,5.1,24.0,337.72
2024-01-03 06:00:00,MINI_DC_A,216.12,417,2.3,24.0,291.76
2024-01-03 07:00:00,MINI_DC_A,186.49,417,6.2,24.0,251.45
2024-01-03 08:00:00,MINI_DC_A,319.92,417,2.9,24.0,429.74
2024-01-03 09:00:00,MINI_DC_A,245.05,417,4.7,24.0,327.23
2024-01-03 10:00:00,MINI_DC_A,279.91,417,5.8,24.0,370.88
2024-01-03 11:00:00,MINI_DC_A,165.32,417,5.3,24.0,217.05
2024-01-03 12:00:00,MINI_DC_A,155.49,417,6.1,24.0,202.14
2024-01-03 13:00:00,MINI_DC_A,221.6,417,8.5,24.0,285.22
2024-01-03 14:00:00,MINI_DC_A,169.67,417,6.5,24.0,216.32
2024-01-03 15:00:00,MINI_DC_A,185.08,417,3.4,24.0,234.05
2024-01-03 16:00:00,MINI_DC_A,279.22,417,3.9,24.0,350.89
2024-01-03 17:00:00,MINI_DC_A,281.48,417,3.0,24.0,352.33
2024-01-03 18:00:00,MINI_DC_A,365.8,417,5.3,24.0,457.24
2024-01-03 19:00:00,MINI_DC_A,325.47,417,3.7,24.0,407.39
2024-01-03 20:00:00,MINI_DC_A,257.57,417,7.5,24.0,323.68
2024-01-03 21:00:00,MINI_DC_A,361.04,417,11.6,24.0,456.59
2024-01-03 22:00:00,MINI_DC_A,254.54,417,3.8,24.0,324.54
2024-01-03 23:00:00,MINI_DC_A,222.0,417,6.3,24.0,285.72
2024-01-04 00:00:00,MINI_DC_A,246.61,417,5.2,24.0,320.6
2024-01-04 01:00:00,MINI_DC_A,335.46,417,5.8,24.0,440.44
2024-01-04 02:00:00,MINI_DC_A,178.12,417,6.3,24.0,236.0
2024-01-04 03:00:00,MINI_DC_A,170.85,417,4.0,24.0,228.15
2024-01-04 04:00:00,MINI_DC_A,210.45,417,5.1,24.0,282.7
2024-01-04 05:00:00,MINI_DC_A,312.69,417,6.6,24.0,421.59
2024-01-04 06:00:00,MINI_DC_A,170.66,417,6.3,24.0,230.39
2024-01-04 07:00:00,MINI_DC_A,198.75,417,5.0,24.0,267.97
2024-01-04 08:00:00,MINI_DC_A,273.21,417,4.1,24.0,367.0
2024-01-04 09:00:00,MINI_DC_A,336.26,417,10.3,24.0,449.03
2024-01-04 10:00:00,MINI_DC_A,218.69,417,7.7,24.0,289.76
2024-01-04 11:00:00,MINI_DC_A,212.67,417,7.9,24.0,279.23
2024-01-04 12:00:00,MINI_DC_A,204.66,417,5.7,24.0,266.05
2024-01-04 13:00:00,MINI_DC_A,183.7,417,4.7,24.0,236.44
2024-01-04 14:00:00,MINI_DC_A,245.74,417,5.1,24.0,313.32
2024-01-04 15:00:00,MINI_DC_A,350.46,417,3.5,24.0,443.2
2024-01-04 16:00:00,MINI_DC_A,350.25,417,9.2,24.0,440.16
2024-01-04 17:00:00,MINI_DC_A,264.95,417,5.8,24.0,331.64
2024-01-04 18:00:00,MINI_DC_A,323.01,417,8.6,24.0,403.76
2024-01-04 19:00:00,MINI_DC_A,231.65,417,5.2,24.0,289.96
2024-01-04 20:00:00,MINI_DC_A,317.23,417,6.9,24.0,398.66
2024-01-04 21:00:00,MINI_DC_A,360.81,417,6.4,24.0,456.29
2024-01-04 22:00:00,MINI_DC_A,174.1,417,3.3,24.0,221.98
2024-01-04 23:00:00,MINI_DC_A,181.11,417,9.5,24.0,233.09
2024-01-05 00:00:00,MINI_DC_A,283.42,417,5.5,24.0,368.44
2024-01-05 01:00:00,MINI_DC_A,217.12,417,4.1,24.0,285.07
2024-01-05 02:00:00,MINI_DC_A,368.84,417,7.6,24.0,488.71
2024-01-05 03:00:00,MINI_DC_A,178.95,417,6.3,24.0,238.97
2024-01-05 04:00:00,MINI_DC_A,198.62,417,7.0,24.0,266.81
2024-01-05 05:00:00,MINI_DC_A,301.37,417,6.5,24.0,406.34
2024-01-05 06:00:00,MINI_DC_A,262.08,417,2.2,24.0,353.8
2024-01-05 07:00:00,MINI_DC_A,279.23,417,4.6,24.0,376.48
2024-01-05 08:00:00,MINI_DC_A,330.38,417,4.5,24.0,443.79
2024-01-05 09:00:00,MINI_DC_A,315.44,417,8.1,24.0,421.22
2024-01-05 10:00:00,MINI_DC_A,174.33,417,6.4,24.0,230.99
2024-01-05 11:00:00,MINI_DC_A,237.13,417,7.3,24.0,311.34
2024-01-05 12:00:00,MINI_DC_A,258.01,417,5.6,24.0,335.41
2024-01-05 13:00:00,MINI_DC_A,365.12,417,7.4,24.0,469.93
2024-01-05 14:00:00,MINI_DC_A,358.05,417,6.0,24.0,456.52
2024-01-05 15:00:00,MINI_DC_A,273.28,417,5.8,24.0,345.61
2024-01-05 16:00:00,MINI_DC_A,170.24,417,6.6,24.0,213.94
2024-01-05 17:00:00,MINI_DC_A,242.07,417,6.5,24.0,303.0
2024-01-05 18:00:00,MINI_DC_A,282.65,417,11.3,24.0,353.32
2024-01-05 19:00:00,MINI_DC_A,330.43,417,4.6,24.0,413.6
2024-01-05 20:00:00,MINI_DC_A,325.94,417,3.4,24.0,409.6
2024-01-05 21:00:00,MINI_DC_A,170.98,417,6.9,24.0,216.23
2024-01-05 22:00:00,MINI_DC_A,328.7,417,4.8,24.0,419.09
2024-01-05 23:00:00,MINI_DC_A,267.68,417,2.0,24.0,344.52
2024-01-06 00:00:00,MINI_DC_A,344.97,417,4.4,24.0,448.46
2024-01-06 01:00:00,MINI_DC_A,240.57,417,11.0,24.0,315.86
2024-01-06 02:00:00,MINI_DC_A,295.47,417,4.8,24.0,391.5
2024-01-06 03:00:00,MINI_DC_A,250.05,417,3.0,24.0,333.91
2024-01-06 04:00:00,MINI_DC_A,200.23,417,10.8,24.0,268.97
2024-01-06 05:00:00,MINI_DC_A,333.23,417,4.4,24.0,449.29
2024-01-06 06:00:00,MINI_DC_A,161.22,417,12.4,24.0,217.64
2024-01-06 07:00:00,MINI_DC_A,179.47,417,5.8,24.0,241.99
2024-01-06 08:00:00,MINI_DC_A,217.13,417,10.0,24.0,291.66
2024-01-06 09:00:00,MINI_DC_A,357.17,417,6.1,24.0,476.95
2024-01-06 10:00:00,MINI_DC_A,211.25,417,7.4,24.0,279.91
2024-01-06 11:00:00,MINI_DC_A,172.44,417,6.3,24.0,226.4
2024-01-06 12:00:00,MINI_DC_A,158.65,417,6.1,24.0,206.25
2024-01-06 13:00:00,MINI_DC_A,158.19,417,7.0,24.0,203.6
2024-01-06 14:00:00,MINI_DC_A,302.07,417,7.5,24.0,385.14
2024-01-06 15:00:00,MINI_DC_A,218.88,417,6.9,24.0,276.81
2024-01-06 16:00:00,MINI_DC_A,346.63,417,6.7,24.0,435.61
2024-01-06 17:00:00,MINI_DC_A,155.92,417,5.1,24.0,195.17
2024-01-06 18:00:00,MINI_DC_A,203.15,417,6.4,24.0,253.93
2024-01-06 19:00:00,MINI_DC_A,241.42,417,9.7,24.0,302.19
2024-01-06 20:00:00,MINI_DC_A,231.64,417,5.0,24.0,291.1
2024-01-06 21:00:00,MINI_DC_A,169.27,417,7.1,24.0,214.06
2024-01-06 22:00:00,MINI_DC_A,157.87,417,8.9,24.0,201.28
2024-01-06 23:00:00,MINI_DC_A,168.68,417,7.5,24.0,217.1
2024-01-07 00:00:00,MINI_DC_A,352.97,417,8.7,24.0,458.87
2024-01-07 01:00:00,MINI_DC_A,329.89,417,4.6,24.0,433.13
2024-01-07 02:00:00,MINI_DC_A,293.3,417,7.3,24.0,388.63
2024-01-07 03:00:00,MINI_DC_A,176.81,417,6.2,24.0,236.1
2024-01-07 04:00:00,MINI_DC_A,263.89,417,6.3,24.0,354.48
2024-01-07 05:00:00,MINI_DC_A,252.09,417,9.7,24.0,339.9
2024-01-07 06:00:00,MINI_DC_A,292.63,417,6.3,24.0,395.06
2024-01-07 07:00:00,MINI_DC_A,178.01,417,7.4,24.0,240.0
2024-01-07 08:00:00,MINI_DC_A,241.56,417,3.3,24.0,324.49
2024-01-07 09:00:00,MINI_DC_A,230.24,417,10.3,24.0,307.45
2024-01-07 10:00:00,MINI_DC_A,221.06,417,8.5,24.0,292.91
2024-01-07 11:00:00,MINI_DC_A,303.23,417,6.7,24.0,398.12
2024-01-07 12:00:00,MINI_DC_A,363.57,417,6.1,24.0,472.64
2024-01-07 13:00:00,MINI_DC_A,256.25,417,8.0,24.0,329.8
2024-01-07 14:00:00,MINI_DC_A,268.75,417,9.2,24.0,342.66
2024-01-07 15:00:00,MINI_DC_A,295.62,417,10.3,24.0,373.86
2024-01-07 16:00:00,MINI_DC_A,268.13,417,8.5,24.0,336.96
2024-01-07 17:00:00,MINI_DC_A,212.04,417,6.9,24.0,265.41
2024-01-07 18:00:00,MINI_DC_A,192.37,417,8.8,24.0,240.46
2024-01-07 19:00:00,MINI_DC_A,343.36,417,8.4,24.0,429.78
2024-01-07 20:00:00,MINI_DC_A,286.86,417,6.9,24.0,360.49
2024-01-07 21:00:00,MINI_DC_A,312.39,417,8.3,24.0,395.07
2024-01-07 22:00:00,MINI_DC_A,360.61,417,8.3,24.0,459.77
2024-01-07 23:00:00,MINI_DC_A,365.87,417,6.7,24.0,470.9
2024-01-08 00:00:00,MINI_DC_A,282.11,417,6.0,24.0,366.74
2024-01-08 01:00:00,MINI_DC_A,328.31,417,8.3,24.0,431.05
2024-01-08 02:00:00,MINI_DC_A,204.06,417,5.0,24.0,270.38
2024-01-08 03:00:00,MINI_DC_A,167.75,417,4.6,24.0,224.01
2024-01-08 04:00:00,MINI_DC_A,275.52,417,7.7,24.0,370.11
2024-01-08 05:00:00,MINI_DC_A,252.82,417,8.3,24.0,340.88
2024-01-08 06:00:00,MINI_DC_A,321.16,417,7.7,24.0,433.56
2024-01-08 07:00:00,MINI_DC_A,258.83,417,7.9,24.0,348.97
2024-01-08 08:00:00,MINI_DC_A,359.53,417,2.9,24.0,482.96
2024-01-08 09:00:00,MINI_DC_A,172.81,417,8.2,24.0,230.76
2024-01-08 10:00:00,MINI_DC_A,296.83,417,10.0,24.0,393.3
2024-01-08 11:00:00,MINI_DC_A,323.54,417,8.8,24.0,424.79
2024-01-08 12:00:00,MINI_DC_A,222.47,417,8.7,24.0,289.21
2024-01-08 13:00:00,MINI_DC_A,320.84,417,7.5,24.0,412.94
2024-01-08 14:00:00,MINI_DC_A,229.48,417,7.6,24.0,292.58
2024-01-08 15:00:00,MINI_DC_A,182.1,417,6.8,24.0,230.29
2024-01-08 16:00:00,MINI_DC_A,360.65,417,7.8,24.0,453.23
2024-01-08 17:00:00,MINI_DC_A,233.86,417,4.9,24.0,292.73
2024-01-08 18:00:00,MINI_DC_A,272.78,417,10.0,24.0,340.97
2024-01-08 19:00:00,MINI_DC_A,324.91,417,5.4,24.0,406.69
2024-01-08 20:00:00,MINI_DC_A,232.27,417,8.7,24.0,291.89
2024-01-08 21:00:00,MINI_DC_A,310.57,417,9.7,24.0,392.76
2024-01-08 22:00:00,MINI_DC_A,173.12,417,8.7,24.0,220.73
2024-01-08 23:00:00,MINI_DC_A,292.06,417,11.7,24.0,375.9
2024-01-09 00:00:00,MINI_DC_A,280.87,417,3.3,24.0,365.13
2024-01-09 01:00:00,MINI_DC_A,148.77,417,6.4,24.0,195.33
2024-01-09 02:00:00,MINI_DC_A,335.26,417,9.9,24.0,444.21
2024-01-09 03:00:00,MINI_DC_A,251.12,417,4.8,24.0,335.33
2024-01-09 04:00:00,MINI_DC_A,215.2,417,5.7,24.0,289.07
2024-01-09 05:00:00,MINI_DC_A,325.14,417,8.4,24.0,438.38
2024-01-09 06:00:00,MINI_DC_A,374.62,417,4.5,24.0,505.74
2024-01-09 07:00:00,MINI_DC_A,211.06,417,7.4,24.0,284.58
2024-01-09 08:00:00,MINI_DC_A,170.36,417,8.2,24.0,228.84
2024-01-09 09:00:00,MINI_DC_A,166.69,417,7.6,24.0,222.59
2024-01-09 10:00:00,MINI_DC_A,152.6,417,7.8,24.0,202.2
2024-01-09 11:00:00,MINI_DC_A,178.75,417,5.9,24.0,234.69
2024-01-09 12:00:00,MINI_DC_A,191.41,417,7.7,24.0,248.83
2024-01-09 13:00:00,MINI_DC_A,296.47,417,6.5,24.0,381.57
2024-01-09 14:00:00,MINI_DC_A,147.2,417,6.8,24.0,187.67
2024-01-09 15:00:00,MINI_DC_A,284.92,417,9.0,24.0,360.32
2024-01-09 16:00:00,MINI_DC_A,200.66,417,4.7,24.0,252.17
2024-01-09 17:00:00,MINI_DC_A,159.08,417,2.6,24.0,199.12
2024-01-09 18:00:00,MINI_DC_A,358.74,417,8.8,24.0,448.42
2024-01-09 19:00:00,MINI_DC_A,306.06,417,7.7,24.0,383.1
2024-01-09 20:00:00,MINI_DC_A,155.16,417,10.0,24.0,194.99
2024-01-09 21:00:00,MINI_DC_A,174.6,417,5.8,24.0,220.81
2024-01-09 22:00:00,MINI_DC_A,316.86,417,7.1,24.0,404.0
2024-01-09 23:00:00,MINI_DC_A,341.16,417,7.5,24.0,439.09
2024-01-10 00:00:00,MINI_DC_A,314.44,417,6.4,24.0,408.77
2024-01-10 01:00:00,MINI_DC_A,208.05,417,5.8,24.0,273.16
2024-01-10 02:00:00,MINI_DC_A,370.76,417,9.2,24.0,491.26
2024-01-10 03:00:00,MINI_DC_A,158.45,417,4.8,24.0,211.59
2024-01-10 04:00:00,MINI_DC_A,155.66,417,5.5,24.0,209.1
2024-01-10 05:00:00,MINI_DC_A,308.69,417,7.3,24.0,416.21
2024-01-10 06:00:00,MINI_DC_A,166.99,417,9.4,24.0,225.43
2024-01-10 07:00:00,MINI_DC_A,370.72,417,6.5,24.0,499.84
2024-01-10 08:00:00,MINI_DC_A,325.78,417,6.3,24.0,437.62
2024-01-10 09:00:00,MINI_DC_A,277.23,417,7.2,24.0,370.2
2024-01-10 10:00:00,MINI_DC_A,362.92,417,8.3,24.0,480.87
2024-01-10 11:00:00,MINI_DC_A,278.52,417,6.9,24.0,365.68
2024-01-10 12:00:00,MINI_DC_A,294.85,417,9.7,24.0,383.31
2024-01-10 13:00:00,MINI_DC_A,179.99,417,9.8,24.0,231.66
2024-01-10 14:00:00,MINI_DC_A,238.62,417,7.3,24.0,304.23
2024-01-10 15:00:00,MINI_DC_A,173.29,417,11.5,24.0,219.15
2024-01-10 16:00:00,MINI_DC_A,209.73,417,7.7,24.0,263.56
2024-01-10 17:00:00,MINI_DC_A,244.09,417,9.7,24.0,305.53
2024-01-10 18:00:00,MINI_DC_A,291.5,417,8.2,24.0,364.38
2024-01-10 19:00:00,MINI_DC_A,239.7,417,8.2,24.0,300.04
2024-01-10 20:00:00,MINI_DC_A,280.88,417,4.4,24.0,352.98
2024-01-10 21:00:00,MINI_DC_A,154.22,417,5.3,24.0,195.03
2024-01-10 22:00:00,MINI_DC_A,254.69,417,7.0,24.0,324.73
2024-01-10 23:00:00,MINI_DC_A,277.24,417,9.8,24.0,356.83
2024-01-11 00:00:00,MINI_DC_A,306.95,417,8.5,24.0,399.04
2024-01-11 01:00:00,MINI_DC_A,295.59,417,7.3,24.0,388.09
2024-01-11 02:00:00,MINI_DC_A,326.55,417,9.1,24.0,432.68
2024-01-11 03:00:00,MINI_DC_A,244.9,417,10.0,24.0,327.02
2024-01-11 04:00:00,MINI_DC_A,228.67,417,7.8,24.0,307.17
2024-01-11 05:00:00,MINI_DC_A,314.91,417,8.3,24.0,424.6
2024-01-11 06:00:00,MINI_DC_A,357.19,417,8.0,24.0,482.21
2024-01-11 07:00:00,MINI_DC_A,265.28,417,7.7,24.0,357.67
2024-01-11 08:00:00,MINI_DC_A,218.07,417,6.3,24.0,292.93
2024-01-11 09:00:00,MINI_DC_A,259.28,417,6.1,24.0,346.23
2024-01-11 10:00:00,MINI_DC_A,162.48,417,9.0,24.0,215.28
2024-01-11 11:00:00,MINI_DC_A,158.69,417,10.0,24.0,208.36
2024-01-11 12:00:00,MINI_DC_A,222.58,417,7.3,24.0,289.36
2024-01-11 13:00:00,MINI_DC_A,217.94,417,7.2,24.0,280.5
2024-01-11 14:00:00,MINI_DC_A,149.32,417,4.2,24.0,190.38
2024-01-11 15:00:00,MINI_DC_A,342.4,417,3.8,24.0,433.01
2024-01-11 16:00:00,MINI_DC_A,181.18,417,10.6,24.0,227.69
2024-01-11 17:00:00,MINI_DC_A,173.4,417,6.4,24.0,217.04
2024-01-11 18:00:00,MINI_DC_A,365.77,417,1.9,24.0,457.21
2024-01-11 19:00:00,MINI_DC_A,323.03,417,12.7,24.0,404.34
2024-01-11 20:00:00,MINI_DC_A,303.67,417,6.7,24.0,381.62
2024-01-11 21:00:00,MINI_DC_A,234.9,417,4.7,24.0,297.07
2024-01-11 22:00:00,MINI_DC_A,148.41,417,8.0,24.0,189.22
2024-01-11 23:00:00,MINI_DC_A,266.38,417,9.4,24.0,342.85
2024-01-12 00:00:00,MINI_DC_A,184.0,417,9.4,24.0,239.2
2024-01-12 01:00:00,MINI_DC_A,372.81,417,9.9,24.0,489.47
2024-01-12 02:00:00,MINI_DC_A,338.39,417,6.1,24.0,448.37
2024-01-12 03:00:00,MINI_DC_A,178.43,417,10.7,24.0,238.26
2024-01-12 04:00:00,MINI_DC_A,235.99,417,10.9,24.0,317.0
2024-01-12 05:00:00,MINI_DC_A,319.18,417,11.0,24.0,430.36
2024-01-12 06:00:00,MINI_DC_A,253.59,417,8.6,24.0,342.35
2024-01-12 07:00:00,MINI_DC_A,187.45,417,7.4,24.0,252.73
2024-01-12 08:00:00,MINI_DC_A,156.19,417,7.2,24.0,209.81
2024-01-12 09:00:00,MINI_DC_A,212.93,417,4.9,24.0,284.34
2024-01-12 10:00:00,MINI_DC_A,280.45,417,7.0,24.0,371.6
2024-01-12 11:00:00,MINI_DC_A,165.24,417,3.3,24.0,216.95
2024-01-12 12:00:00,MINI_DC_A,339.43,417,4.7,24.0,441.26
2024-01-12 13:00:00,MINI_DC_A,294.83,417,8.6,24.0,379.47
2024-01-12 14:00:00,MINI_DC_A,320.92,417,7.6,24.0,409.18
2024-01-12 15:00:00,MINI_DC_A,230.03,417,8.5,24.0,290.91
2024-01-12 16:00:00,MINI_DC_A,223.57,417,9.5,24.0,280.97
2024-01-12 17:00:00,MINI_DC_A,256.63,417,8.8,24.0,321.22
2024-01-12 18:00:00,MINI_DC_A,341.36,417,8.7,24.0,426.7
2024-01-12 19:00:00,MINI_DC_A,354.56,417,7.9,24.0,443.8
2024-01-12 20:00:00,MINI_DC_A,340.96,417,6.6,24.0,428.48
2024-01-12 21:00:00,MINI_DC_A,260.35,417,5.6,24.0,329.25
2024-01-12 22:00:00,MINI_DC_A,170.03,417,7.0,24.0,216.78
2024-01-12 23:00:00,MINI_DC_A,356.34,417,7.9,24.0,458.63
2024-01-13 00:00:00,MINI_DC_A,186.66,417,8.4,24.0,242.66
2024-01-13 01:00:00,MINI_DC_A,189.89,417,10.1,24.0,249.32
2024-01-13 02:00:00,MINI_DC_A,358.66,417,8.0,24.0,475.23
2024-01-13 03:00:00,MINI_DC_A,216.48,417,9.4,24.0,289.08
2024-01-13 04:00:00,MINI_DC_A,147.63,417,5.4,24.0,198.31
2024-01-13 05:00:00,MINI_DC_A,307.19,417,8.9,24.0,414.18
2024-01-13 06:00:00,MINI_DC_A,371.13,417,8.7,24.0,501.02
2024-01-13 07:00:00,MINI_DC_A,255.47,417,11.0,24.0,344.44
2024-01-13 08:00:00,MINI_DC_A,353.13,417,7.8,24.0,474.36
2024-01-13 09:00:00,MINI_DC_A,366.86,417,3.5,24.0,489.89
2024-01-13 10:00:00,MINI_DC_A,344.75,417,7.7,24.0,456.79
2024-01-13 11:00:00,MINI_DC_A,313.93,417,9.8,24.0,412.17
2024-01-13 12:00:00,MINI_DC_A,272.8,417,6.0,24.0,354.65
2024-01-13 13:00:00,MINI_DC_A,368.38,417,8.8,24.0,474.12
2024-01-13 14:00:00,MINI_DC_A,212.06,417,5.9,24.0,270.37
2024-01-13 15:00:00,MINI_DC_A,317.96,417,12.0,24.0,402.1
2024-01-13 16:00:00,MINI_DC_A,174.36,417,7.5,24.0,219.12
2024-01-13 17:00:00,MINI_DC_A,324.23,417,5.8,24.0,405.84
2024-01-13 18:00:00,MINI_DC_A,371.98,417,7.3,24.0,464.98
2024-01-13 19:00:00,MINI_DC_A,370.24,417,8.8,24.0,463.42
2024-01-13 20:00:00,MINI_DC_A,327.98,417,9.4,24.0,412.17
2024-01-13 21:00:00,MINI_DC_A,273.35,417,10.9,24.0,345.68
2024-01-13 22:00:00,MINI_DC_A,358.03,417,7.1,24.0,456.49
2024-01-13 23:00:00,MINI_DC_A,154.43,417,9.9,24.0,198.76
2024-01-14 00:00:00,MINI_DC_A,157.12,417,5.2,24.0,204.25
2024-01-14 01:00:00,MINI_DC_A,300.83,417,6.5,24.0,394.97
2024-01-14 02:00:00,MINI_DC_A,323.4,417,5.7,24.0,428.51
2024-01-14 03:00:00,MINI_DC_A,315.54,417,7.0,24.0,421.36
2024-01-14 04:00:00,MINI_DC_A,157.18,417,10.0,24.0,211.14
2024-01-14 05:00:00,MINI_DC_A,288.58,417,7.4,24.0,389.09
2024-01-14 06:00:00,MINI_DC_A,146.98,417,7.7,24.0,198.43
2024-01-14 07:00:00,MINI_DC_A,301.29,417,9.1,24.0,406.22
2024-01-14 08:00:00,MINI_DC_A,238.0,417,9.5,24.0,319.71
2024-01-14 09:00:00,MINI_DC_A,299.98,417,7.8,24.0,400.59
2024-01-14 10:00:00,MINI_DC_A,341.54,417,6.5,24.0,452.53
2024-01-14 11:00:00,MINI_DC_A,341.66,417,11.8,24.0,448.59
2024-01-14 12:00:00,MINI_DC_A,281.34,417,7.8,24.0,365.74
2024-01-14 13:00:00,MINI_DC_A,208.98,417,8.0,24.0,268.97
2024-01-14 14:00:00,MINI_DC_A,188.97,417,8.2,24.0,240.94
2024-01-14 15:00:00,MINI_DC_A,224.37,417,9.7,24.0,283.75
2024-01-14 16:00:00,MINI_DC_A,331.13,417,5.6,24.0,416.14
2024-01-14 17:00:00,MINI_DC_A,213.92,417,12.7,24.0,267.77
2024-01-14 18:00:00,MINI_DC_A,177.33,417,7.9,24.0,221.66
2024-01-14 19:00:00,MINI_DC_A,374.74,417,9.8,24.0,469.07
2024-01-14 20:00:00,MINI_DC_A,282.46,417,6.0,24.0,354.97
2024-01-14 21:00:00,MINI_DC_A,355.87,417,8.9,24.0,450.05
2024-01-14 22:00:00,MINI_DC_A,176.77,417,12.3,24.0,225.38
2024-01-14 23:00:00,MINI_DC_A,161.35,417,11.9,24.0,207.67
2024-01-15 00:00:00,MINI_DC_A,150.0,417,10.0,24.0,195.0
2024-01-15 01:00:00,MINI_DC_A,291.48,417,7.1,24.0,382.7
2024-01-15 02:00:00,MINI_DC_A,242.36,417,11.3,24.0,321.13
2024-01-15 03:00:00,MINI_DC_A,318.41,417,5.4,24.0,425.19
2024-01-15 04:00:00,MINI_DC_A,211.21,417,7.0,24.0,283.72
2024-01-15 05:00:00,MINI_DC_A,199.87,417,8.7,24.0,269.48
2024-01-15 06:00:00,MINI_DC_A,354.44,417,5.6,24.0,478.5
2024-01-15 07:00:00,MINI_DC_A,316.2,417,7.8,24.0,426.33
2024-01-15 08:00:00,MINI_DC_A,295.82,417,10.4,24.0,397.37
2024-01-15 09:00:00,MINI_DC_A,201.31,417,7.4,24.0,268.82
2024-01-15 10:00:00,MINI_DC_A,181.6,417,10.5,24.0,240.62
